dataset,type,free_text,label_id
ViHSD,train,Huy?n Khánh Phùng gi?ng b? h?i nh? ph?t,0
ViHSD,train,Khong noi nhieu ??,0
ViHSD,train,Lê Hà Th? cái lol j ?ây,1
ViHSD,train,V?n Hùng m là ng??i làm ra trend à :)),0
ViHSD,train,H?n r?i nhé,0
ViHSD,train,Cuop,0
ViHSD,train,T? ch?i l?n ??,0
ViHSD,train,Nghe mà mu?n ??p cái ?th ?m :))),1
ViHSD,train,Ph?m V?n ??ng v? VN cách ly free =)),0
ViHSD,train,S?ng th?c t? ?i bà già,0
ViHSD,train,C?  g?ng  gi?  s?c kh?e  nha bác  tr?n  d?n ??t  n??c  mong  bác v?  n??c  c?ng  hi?n cho  ??t  n??c,0
ViHSD,train,bác d?ng 2 khóa thì c?ng v? dc r?i :T,0
ViHSD,train,Thôn thi? la?m j t??i m??c ?o? ?c nhi? ??,0
ViHSD,train,H? Th? Trúc Ph??ng hôg sao..kho?nh kh?c huy?n tho?i khác s? ra ??i ????,0
ViHSD,train,Lâm Ph??ng ch?c n?m sau thi r?i :)),0
ViHSD,train,"Ph??ng Vy ??ng v?y nha m?i, m?c dù t h? h??c v?i m nh?ng hãy t?i nghi?p th?ng ck m n?a ch? ????",0
ViHSD,train,ngh? lâu th? th?y :(((,0
ViHSD,train,Ngoan quá nên là k ai ch?i cùng :)),0
ViHSD,train,Ánh D??ng anh ?? nói th? mà :V,0
ViHSD,train,Qua ??y ??ng d?ng háng ch? team gánh nha Abe d?u bé 3,0
ViHSD,train,V? Tr?ng Chi?n ch?c mi?n b?c. Hhhh,0
ViHSD,train,Ôi ti?n!,0
ViHSD,train,?i ng??c v?i chính sách ngu dân ch? có ch?t,1
ViHSD,train,vui là chính,0
ViHSD,train,Tùng sói cute d? s?,0
ViHSD,train,Lê Ng?c Minh Châu ?óng h?c phí trong nonolive là ch? nào v?y b?n,0
ViHSD,train,Vãi c? nguy?n th? t??i kh?m àh nh?m t??i th?m ??????,2
ViHSD,train,Có anh C?p c?ng ?o bu?n l?m,0
ViHSD,train,Hóng th?y 3 làm 1 s? clip v? pubg,0
ViHSD,train,Ph?m Minh Tu?n ?nh c?a ông à,0
ViHSD,train,"?o?n cu?i sai sai ta, t c? t??ng m? phù th?y s? hóa thành 1 cô gái xinh ??p ?? s?ng cùng chàng trai mà ai ng? l?i hóa thành trai cao to l?c l??ng ??",0
ViHSD,train,"? hàn qu?c còn ch?a lo hu?ng gì vi?t nam , hãy tin vào nhà n??c thì h? s? làm ?c",0
ViHSD,train,Có ai xem trên 2 l?n ko v?y ?,0
ViHSD,train,Ng? ?ang ngon b? lôi d?y ?eo kh?u trang cáu ông bà già th?c s?,0
ViHSD,train,M.n ?i cho mik h?i mik theo dõi cô mà mik hk pít cô là con gái thi?t h? m.n,0
ViHSD,train,H?c sinh Úc trông c?ng r?t gì và này n? ph?t :))),0
ViHSD,train,??a v? VN b?ng máy bay riêng thì nó ? cái t?mmm :)))),0
ViHSD,train,Ki?u tóc khi?n ae g?c ngã,0
ViHSD,train,"Homie là gì v?y, ??c m?y kia thì hi?u r?i mà ko hi?u homie",0
ViHSD,train,Ch?i b?y c?ng có ph?i có v?n hoá !!! page này gi?i trí v? lòn. Thích thích,1
ViHSD,train,Made in vietnam,0
ViHSD,train,Th??ng anh mong anh ch?t s?m cho ??t n??c b?t ?i m?t lo?i phân,2
ViHSD,train,H?n là ch? Tiên e ch?ng Hà T?ng,0
ViHSD,train,a tôi ??y =)) ??p trai nh? hàn qu?c ý nh? =)),0
ViHSD,train,Ad ?n phân con j mà ngu th?......????,2
ViHSD,train,Bà h?n láo quá,2
ViHSD,train,Tiên tri gi g?i là tri th?n kinh,1
ViHSD,train,Ôi dm phát bi?u vây coi dân nhu ?? ngu ch?c,1
ViHSD,train,M?i ng??i ??u xanh... tr? th?y :)),0
ViHSD,train,@BINH VU b?n ghi y chang th? nó t? thành v?y ?ó,0
ViHSD,train,Lâm ?? Hoàng Thông panba,0
ViHSD,train,Ông D?n nói nh? con v?t ?y ! Không bi?t có thoát covi19 không mà dám nói s? v? VN  vài n?m t?i - nghe hài ghê !,0
ViHSD,train,b??c ky? con ?âu rô?i con trai ???mâm na?o cu?ng co? m??t con ma? @@,2
ViHSD,train,"Tính t?o trend , nh?ng fail cmnr",1
ViHSD,train,Nói v? th??ng m?i tiger nude c?ng hi?u 1 chút ?ó,0
ViHSD,train,Ông ch? ??p quá,0
ViHSD,train,Thì ra là hình cánh hoa :v,0
ViHSD,train,Lê Hoàng Tr?ng bác cho tui xin vd ?c k bác,0
ViHSD,train,Th?t b?i c?a ngành giáo d?c,0
ViHSD,train,"Tr?ng ph?t ki?u gì thì nói rõ ra lun, c? lòng va lòng vòng th? ai ch?i. Nói l?m nhãm anh Trump l?i rút h?t Visa t?ng c? c? h?n 300.000 sinh viên trung c?ng v? n??c thì chúng nó l?i ch?y Grap h?t thì kh? ??",0
ViHSD,train,??t Nguy?n chó là bn ko ph?i th?c ?n ????,0
ViHSD,train,Nguy?n Tài koi ccc bn,2
ViHSD,train,?,0
ViHSD,train,Ch? liên quan nh?ng sinh xong e bé nh? con t? k? ... ???c bà ch? ??c cho nghe bài c?a Th?m mà c??i rung r?n !!! Th?y tho?i mái h?n nh? tìm l?i chính mình ý... Tks page nhé ??????,0
ViHSD,train,?m cái con nhà quê nhi?u tham v?ng !! S?a ít thôi .,2
ViHSD,train,D? má,1
ViHSD,train,Trong Nguyen N?n còn ??p h?n bài này ??????,1
ViHSD,train,Ngon m? gì mà ?n nh?,1
ViHSD,train,??c gì s? giàu có t? l? thu?n v?i ý th?c c?a Nhung.,2
ViHSD,train,?éo ph?i ông già mình ?âu các b?n,0
ViHSD,train,Vi?t Nam c? lên,0
ViHSD,train,Hà L?i TP ?áng s?ng nh?t ..... VI TH? CÁC B?N BAKE ?UNG ?U CÀNG VÀO NAM . CU ? NGOÀI ?Ó MÀ HIT KHÍ THIÊN ?UONG,2
ViHSD,train,?a t??ng v?y là ng?u à :v,0
ViHSD,train,h?p lí anh ?iiiiiii,0
ViHSD,train,Abe tính c? r?i ?ánh VCSA xong bán su?t tr? n? cho sena,0
ViHSD,train,Vì mèo Tôm em có th? l?n lóc bò tr??n ?? ?c xem:((,0
ViHSD,train,"?i v?ng c?ng ?c mà má, google ?i v?ng g? ?i",0
ViHSD,train,n?a ?êm nghe ch?i c??i s?n luôn kkkkk,0
ViHSD,train,Ng?i yên ?? th?y k? v? 1 huy?n tho?i :)),0
ViHSD,train,T?t nhiên là v?n ??....v?n ?? là t?t nhiên ??????,0
ViHSD,train,T?c diêng là bác có quy?n ??i tên T?p C?n Bình thành... C?p T?m Bình r?i??,0
ViHSD,train,Xin hân h?nh gi?i thi?u ngh? s? hài s? 1 trong làng esport vi?t,0
ViHSD,train,"Tr?n ?oàn nhìn c?ng ??p, n?u bán qu?n áo, lai-chym th? ??, bán s? ??c hàng, ch? bán n??c hoa h?i khó bán, nh?ng ???c cái l?i nhi?u nh? bán m? ph?m. Thà l?i ít bán nhi?u, ?n ngon h?n l?i nhi?u mà bán ít nhá ^^~",0
ViHSD,train,"Kh? a tao, có cái tên su?t ngày b? l?y.",0
ViHSD,train,?úng là cu?c ??i ...hài vãi,0
ViHSD,train,lik ?âu dcm,1
ViHSD,train,M? làm ?nh h??ng bon tao Vl,1
ViHSD,train,Nguy?n Thanh Chi?n ?êm t? tình nha ??,0
ViHSD,train,K7 ????,0
ViHSD,train,Chúc b mau s?m ???c ch?a tr? b Qu?nh anh ??ng bu?n ??ng lo l?ng quá nhé chúc hai b s?c kh?e,0
ViHSD,train,Này ??p h?n,0
ViHSD,train,Ghê... Con bú trên b? bú d??i ::::)),1
ViHSD,train,Ai bi?t mimosa là ai không ? :))),0
ViHSD,train,"3. ?i?u mà ai c?ng bi?t, xây d?ng ? vn luôn gian d?i, t? lúc ??u th?u cho t?i lúc l?p wc",0
ViHSD,train,Cay vãi c***,1
ViHSD,train,??ng hình m?t 4s :)) cool ng?u :)) ??p trai g?n nh?t nhì cao b?ng??,0
ViHSD,train,Âm tính nhé ??,0
ViHSD,train,Duy Khánh khuôn m?t Ti?p sau khi v? nhà,0
ViHSD,train,Th??ng Xiu l?i 1 c?n s?t cho mà xem. 10tr l??t xem ch? sau 24h công chiesu. Mv ??t k? l?c các thê lo?i,0
ViHSD,train,Tùng ngoan l?m nha m?i ng??i,0
ViHSD,train,c?ng ?c ?ó,0
ViHSD,train,Cho ?i tù thì l?i b?o quá ?áng,0
ViHSD,train,No? tâ?p ?? ?a?o nha? no? liên quan ?e?o j ?ê?n VN? Hay chu?g ma?y nghi? toa?n bô? ?a?o ?? quâ?n ?a?o HS lâ?n TS ?ê?u cu?a VN?,0
ViHSD,train,Page có 402 fan c?ng l?n bao gi? ms t?i l??t :v,0
ViHSD,train,?? vui ch?a bro ?,0
ViHSD,train,Chi ba va?ng ngo?c t?? bi qua?,0
ViHSD,train,"A Ku L?c k ph?i nó thì là ai, ??n bh còn b?o k ph?i do nó. Khai gian d?i ?? qua c?a ki?m soát là t?i ?? l?n r?i. Làm gì d? có chuy?n g?n nh? c? khoang h?ng th??ng gia lây nh? th?",2
ViHSD,train,Hong kong anh hùng!,0
ViHSD,train,l?i ?êu,0
ViHSD,train,Con cho,1
ViHSD,train,Có ph?i cô bé tên Nhung không ad.,0
ViHSD,train,Khúc H??ng Giang d?p m? ?i ra t?t ai ch?i :) ?? coi t?t ???c dô ch?i z?i m,0
ViHSD,train,Ý b?n là cô Lê na? :))),0
ViHSD,train,Võ Hoài Phong xin video,0
ViHSD,train,"Khi quay l?i s? t?t h?n , vì h?c h?i ???c cái hay c?a n??c ngoài",0
ViHSD,train,Gi?ng th? này ??ng nên th? vs nh?c dance,0
ViHSD,train,? ch?c dây heng ??????,0
ViHSD,train,?m thua vcl :)))) phim hài à :)))) Troll vcl,0
ViHSD,train,S?ng ch?m quá mng ?i :)),0
ViHSD,train,??a cô lên top th?nh hành nào !!!,0
ViHSD,train,Mình éo có ip nên test trên android nhé :v,0
ViHSD,train,"Cho ko mat duoc nga voi,nhung chi 3 an cuc duoc do nha chi 3",2
ViHSD,train,Quà dành t?ng abe khi t?t v? =)),0
ViHSD,train,bê quá,0
ViHSD,train,Tôi ?ang xem Hài hay phóng s? ?ây admin,0
ViHSD,train,Em de mat nhu vay nhin rat dep nhin de thuong lam em gai oi,0
ViHSD,train,mà nh?p code này là ?c 2 huy hi?u luôn à ??,0
ViHSD,train,Nhanhh that su :))),0
ViHSD,train,S?c công phá hu? di?t c?a mèo Tom :)),0
ViHSD,train,Clm th?y,2
ViHSD,train,Con linh ca loc no o doai loan,0
ViHSD,train,Phía sau th?ng ?àn ông th?t b?i là con ?àn bà xui d?i :v,0
ViHSD,train,Ánh sáng c?a ??ng s? soi sáng cho chúng ta,0
ViHSD,train,?u l?i có c? xây sb long thành ?ây mà. Thôi ??p b? sb tsn ?i. Xay long thanh,0
ViHSD,train,Th?ng x?m hình said :,0
ViHSD,train,??c Huy vô nghe th?y gi?g bài nha,0
ViHSD,train,Nguyen Loc k ship do an dc r,0
ViHSD,train,Nghe ko thuy?t ph?c l?m nh?ng có v? h?p lý =]]]~,0
ViHSD,train,Trend ?ó vi?t nam t?i tao dùng lâu r?i,0
ViHSD,train,th?y nh? mang vinh quang v? - ngh? s? hài h??c clm,1
ViHSD,train,x?o bà nói câu ?ó có ngày bà nghèo cho bi?t,2
ViHSD,train,Phùng Ánh Nguy?t Phùng Nh? Qu?nh Ng?c Ánh Y?n Lê Tri?u Minh TOàn KÒy H? Anh làm ?c không các b?n vào b? thôi,0
ViHSD,train,Con B? Chuyên hot trend ??y ??ng ?ùa,0
ViHSD,train,Ch?t nh?n ra nh?ng ?i?u mình làm là vì ai? C? g?ng vì ?i?u gì?,0
ViHSD,train,"Và chúng nó ngh? r?ng ?ây là ""Sáng T?o"" ch? ko ph?i ""Ngu Si"" hay ""Gi?t Ng??i"" ??????",0
ViHSD,train,Xin 1 l?n ?c b?t k?p??,0
ViHSD,train,ng??i làm th?y 3 + sena + petlan và b? già kalista thua m?y ngày nay,0
ViHSD,train,Ngó m?t,0
ViHSD,train,"Sao Vlog sang quá mà, ý th?c c? loz vayy?",2
ViHSD,train,??c M?nh gaga,0
ViHSD,train,?ijt m? th?ng ad ph?n ??ng tuyên truy?n v? v?n,2
ViHSD,train,Khá cayy ??,0
ViHSD,train,Võ Minh Hi?u xin vid ?,0
ViHSD,train,Nghe vô lý nh?ng l?i thuy?t ph?c vl :))),0
ViHSD,train,B? t? s?. Súng b?n không trúng. ?? tao b?n cho phát ch?ng lòi phèo ra. C?n l?i,1
ViHSD,train,Già mà d?,1
ViHSD,train,Nguy?n Kiên 3 que là sao ?,0
ViHSD,train,Ti?n Nguy?n Chi?u m?i ?i qua ?úng ko :)),0
ViHSD,train,Di?p ?ình Huy ph?c cái ??t m? mày,2
ViHSD,train,Có hi?u quá c?nh là gì ko?,0
ViHSD,train,???ng câ?p cao co? kha?c <3,0
ViHSD,train,Thôi xong 1 chú xxx lau chau nhanh nh?u,0
ViHSD,train,DLV ngu lol l?i còn l?m ??a hùa theo th? hi?n ??u óc ?úng là c?n bã. L?i còn l?m th?ng b?o Vi?t Tân tài tr? Phan Anh n?a ch?.,2
ViHSD,train,?,0
ViHSD,train,sân bay tình hình nh? v?y ch? có ki?t s?c thôi. khai báo cho c? vô ko ch?u cách ly gi? lòi ra c? ??ng luôn. 1 ??a b?nh 1000 ??a cách ly ai mà ch?i l?i.,0
ViHSD,train,T?c t??ng ph?i ??ng gi?a hai ch? ??p gái kia m?i h?p lý h?n không=)),0
ViHSD,train,Ph?m ??c Anh c??i k ch?u ?c ??,0
ViHSD,train,"cái ?mm nhé ad, ??ng có v? ??a c? n?m, ?n c?t c? ??ng nhé con. 4.5 tr ??ng viên k ph?i ai c?ng x?u mà ?? m nói cái gi?ng c?a lo?i chó ??y. cái page chó b?n ngu si này. m ra xem ngoài xã h?i ??y ??ng viên v?n nai l?ng ?i làm ?? nuôi ??y cái gi?ng ?éo ph",2
ViHSD,train,"Ho?ng tha?nh, ?â?u xui ?uôi lo?t",0
ViHSD,train,?ình Quang ???? thuy?t ph?c,0
ViHSD,train,Tao xem mà t vui g?n ch?t ! Nghe s??ng l? tai ??????,0
ViHSD,train,Ki?u này là toang th?t r?i,0
ViHSD,train,Dân 7k c??i dân 30 ???,0
ViHSD,train,C?n tiêu di?t dân t?c Tàu kh?a,2
ViHSD,train,Trung V? VI?T HOA bts LÊN,0
ViHSD,train,Combo b?t h?nh ????,0
ViHSD,train,Hay l?m pro ?,0
ViHSD,train,Giàu mà xài ti?n gi?,0
ViHSD,train,"Nh?t c?ng ?éo ph?i th?ng v?a gì ?âu, v?i m?y th?ng ??c n?a, th? kh?ng ho?ng chính tr? quân phi?t nh?t nó lên xem nó có san b?ng cái châu á ko :))",2
ViHSD,train,Nghe thì vô lý nh?ng mà nó l?i h?p lý vch :>,0
ViHSD,train,vinahouse anh 3 :)),0
ViHSD,train,Sung ban cat 1km thi sao ma trung .dao chem cach 10 m thi lam sao ma ?ut nha tien chi phet lac,2
ViHSD,train,Báo chí gì mà nói s?o l? li?u. N?n,2
ViHSD,train,Linh l?c cái m? nh? cái l?n,2
ViHSD,train,ông là b? hay là con tôi ?ây,0
ViHSD,train,"Th?y b?o hot n?m nay c? ph?i lát c?t, nh?ng ph?i l?i mõm :))",0
ViHSD,train,Anh trung vô di?n,0
ViHSD,train,Nh?ng mà ko cho chúng cháu ?c ngh? ? ??,0
ViHSD,train,Nguy?n Tr?ng Qu?c nguy?n khánh toàn ch? tr?n cái gì,0
ViHSD,train,"Chu?n luôn, ko thích theo dõi FB thì b? theo dõi ?i. Theo dõi ng ta mà ko ch?p nh?n nh?ng gì ng ta ??ng v?y hoá là s?ng gi? t?o ah.",0
ViHSD,train,Ko ph?i là Undead nh?ng t?c này là b?t t?,0
ViHSD,train,Obama c?ng t?ng l?i cho các b?c ? trên lá c? c?a Venezuela =)),0
ViHSD,train,Nhìn khó ch?u vch.,1
ViHSD,train,Mu?n thành nghi?p l?n thì ph?i c? g?ng rèn gi?a b?n thân hoàn thi?n h?n thôi! Âu c?ng ch? vì bát c?m...,0
ViHSD,train,Oc ba? ?â?u chi? co? j thôi,1
ViHSD,train,Elipsport Tr?nh ??c nó nói nghèo có nhau ... bác hi?u ko :)),0
ViHSD,train,Không b?n th?u không ph?i c?ng s?n mà.,2
ViHSD,train,@Nu 95 =)),0
ViHSD,train,MCVMedia bà này ?eo vàng nhi?u quá nhg ko bi?t có ph?i vàng thi?t ko ?ây??Hay gi?ng nh? ông gì lúc tr??c ?eo toàn vàng gi??? Nhìn màu s?c s?i dây chuy?n gi?ng nh? ??ng ( Cu ) v?y ??,0
ViHSD,train,Ti?c ziên là ?n mì gói,0
ViHSD,train,"Xin chào Bác Danh Hài Ch?n D?n, chúc bác luôn m?nh kh?e ?... ?? chia s? tiên tri tr??c sau cho bà con Vi?t Nam ???c bi?t... Ahi",0
ViHSD,train,ok gionf,0
ViHSD,train,"Ông Nh?t này ch?c không bi?t ? ngoài ?y ng??i Ta gi?i Ní nu?n n?m,.",0
ViHSD,train,"Gi?t quách ???c phát ra t? mi?ng 1 ng??i ??i di?n cho pháp lu?t VN,h?i ??o ??c,trách nhi?m c?a ông ? ?âu?hay ông là loài ?v máu l?nh?",2
ViHSD,train,Vu Mai Huong ?,0
ViHSD,train,Dòng cap khá là thuy?t ph?c,0
ViHSD,train,mà thanh toán qua master là ?c gi?m thêm 5tr,0
ViHSD,train,Sói s? bán b? PC n?u live trym ?? 100k view nhé,0
ViHSD,train,Lê Thanh Huy?n Bich Ph??ng c? ntn thì nát bét cái sn ??,0
ViHSD,train,"Thoát án t? thôi ch? ?âu có thoát án tù :v không ch?t nh?ng ?n qu? chung thân thì c?ng v? m?m s?ng ko b?ng ch?t, thôi tr? l?i nhân dân còn tí sái mà h??ng :3",0
ViHSD,train,"??c c??i nh? khùng gi?a khuya,ck tui m?i tán tui sml kkkk",0
ViHSD,train,"Bác ??y c?ng ch? 2 m?t , 2 tay , 2 chân nh? ng??i bt thôi . ?? thay ??i thì k ch? 1 s?m 1 chi?u ?c . Nói th?t cho ad lên làm có n?i ?c nh? bác ??y làm bây h ko mà nói",0
ViHSD,train,Hay quá ch? idol ?i ??,0
ViHSD,train,M?t th?y ?c treo trên shop :)))))))),0
ViHSD,train,Ch? Minh Hi?u. Nhìn y nh? ph? n? th?t. Ch? ko ph?i chuy?n gi?i.. Em r?t thích ch?. Alopduchucamo..,0
ViHSD,train,Vui lo`ng Tien Tri Khi na`o ong  Tran Da`n chet ?,2
ViHSD,train,Ông no?i : ông la? cô? vâ?n cu?a TT Trump  vâ?y trong lu?c di?ch bê?nh kho? kh?n nh? hiê?n ta?i thi? ông la?m ????c gi? cho ng???i dân My? ? Hay la? ông ngô?i tre?o c??ng ma? no?i do?c ??,0
ViHSD,train,Chúc m?ng Th?y,0
ViHSD,train,Tôi có súng ?ó,0
ViHSD,train,Hoàn Thành anh ???c ?u tiên mà :)),0
ViHSD,train,Cua gh? tôm m?c b?ch tu?t mà qu?t,0
ViHSD,train,Duyên v? ch? gái livetream ??y!,0
ViHSD,train,"Mo mom ra biet ngu.nghi sao dung tu nhin,",1
ViHSD,train,??,0
ViHSD,train,My Tran e nói th?t vkl luông ?éo vòng vo tí nào mà lòng vòng có 1 tí thôi,0
ViHSD,train,?óng con c?c nhé!,2
ViHSD,train,Coi zui g?n ch?t,0
ViHSD,train,Ông Tuân c??i ng?t ngh?o t? ?âu ??n cu?i luôn,0
ViHSD,train,"G?Y lâu n?m, G?y kinh niên, ?n ng? kém, c? ??a khó T?NG_CÂN. Ib m t? v?n, 100%",0
ViHSD,train,tên phim a oo,0
ViHSD,train,:)) mày t??ng mày ngon à chung??? C? mà mày ngon th?t ??,0
ViHSD,train,Abe tính c? r?i ?ánh VCSA xong bán su?t tr? n? cho sena,0
ViHSD,train,Ông l?i l?y h?t ti?n mua s?a c?a tôi r?i. Sói said,0
ViHSD,train,Sao e nh?p nó l?i ghi nh? v th?y. Ko ?c :(,0
ViHSD,train,??a dùm cái quy?t ??nh s? ph?t sinh viên ko ?óng b?o hi?m dùm nhá. ??ng có s?a b?y ? ?ây,0
ViHSD,train,Do gia deo nhieu vo chet quan mang,0
ViHSD,train,và ?éo có ai tham nh?ng c? :v,0
ViHSD,train,Bác Lân c? d? bác D?n múa th?n quy?n :vv,0
ViHSD,train,@Phú ??i GMTV v?y mày vô ?ây s?a làm cc gì tml,2
ViHSD,train,a ?? r?t là g?t ::),0
ViHSD,train,Ki?u Trung Kiên t??ng m?i YaBa ????,0
ViHSD,train,Th? là ???c r?i. Ae ?ã r?t c? g?ng r?i. V? làm stream cho ae thôi. Cu?c ch?i mà. Có lúc n? lúc kia,0
ViHSD,train,?n m?c ri?t không ra gì,1
ViHSD,train,G?i là báo nh?ng chúng là b?i bút c?a l? c??p nên chúng ti?p tay cho b?n c??p,2
ViHSD,train,Truy?n Thái Y ch?a m?y ??a >.< th?y còn b?nh nè,0
ViHSD,train,chúng tao tuyên giáo hân h?nh tài tr? cho nas th?c hi?n ch??ng trình m? dân này pew b?ng bô said,2
ViHSD,train,E,0
ViHSD,train,Tr?m nào c?ng t?ng giá. Không ?i qua thì ?i vòng c?ng m?t ti?n x?ng. B? là chính quy?n thì t?t nhiên b? có quy?n,0
ViHSD,train,R?t thuy?t ph?c ??,0
ViHSD,train,"Gel r?a tay khô mini ?i ? , ch? t? 70k/c . hàng chu?n usa ????",0
ViHSD,train,"??i mixi gaming thua cx ?úng thôi ?ó là ??i mình nh??ng thái thôi:v m?i ng??i tâm lý bt anh ?? mu?n v? nc cày ""Hãy trao cho anh "" lên ?ã c? tình thua ?? chi?u ý a ?? ??",0
ViHSD,train,??ng so sánh s?ng nhanh s?ng ch?m mà hãy s?ng ??p nh? nh?ng con thiên nga c?a trai c?p s? ki ?i các b?n,0
ViHSD,train,Trung ?inh ...,0
ViHSD,train,T?i anh m?y ông êy,0
ViHSD,train,C?t c? các ??i th? .... anh trung sát th?,0
ViHSD,train,Clear h??ng bia t?m không bi?t s?ch không nh?ng h?i say,0
ViHSD,train,Xài ti?n le,0
ViHSD,train,"Có th? các b?n ch?i chúng nó là ngu nh?ng mà ?ó là chúng nó lo cho con cháu ??y, có ?i?u không ph?i con cháu các b?n thôi. Xong phi v? này con cháu nó ??i màu h? chi?u các ki?u h?t :))",2
ViHSD,train,?an ?? =))) ??,0
ViHSD,train,Ch? ch?i hay quá ch? ?i ? E luôn ?ng h? ch?,0
ViHSD,train,Thi?u r?ng... Phát âm ko chu?n...,0
ViHSD,train,Xem mèo tôm b? b?n quy?n là bay jeenh ??y,0
ViHSD,train,Già mà non quá =)),0
ViHSD,train,Nói chung c?ng t?m thôi ae ? .. Không hay l?m .. n?i dung bt .. gi?t mình ?ùnh ?ùng ?y ..,0
ViHSD,train,978781847,0
ViHSD,train,g??p idol Nam blue k tô?c tr???ng :)),0
ViHSD,train,gi?ng ch? .,0
ViHSD,train,Ae c?n th?n ??ng lái máy cày sau khi u?ng r??u nhá,0
ViHSD,train,??i lâu nh?ng ko h?i h?n t?i Hai quá,0
ViHSD,train,L?c Thành ??ng anh ba tan xác =)))))),0
ViHSD,train,M?nh Phúc l? súc v?t. Quê tui ??,2
ViHSD,train,Khá ?ng :3,0
ViHSD,train,Ngô? ghê ta? Cách ly là ?ê? an toàn ch? bô?. L?? b?n thân có bê?nh thì sao? Không nói t?i chuyê?n lây cho ng??i khác hay không nh?ng khi mang bê?nh mà không ?i khám hay cách ly ?ê? ch??a tri? thì s?ng ????c sao? Thà ch?t ch? không muô?n sô?ng à?,0
ViHSD,train,L?i ?c phát tri?n t?m sông du l?ch,0
ViHSD,train,b?n phán chu?n vc :),0
ViHSD,train,"A ha chào c? tiên s? tr?n m?n ,hay mình khoái nghe hài c?a c? ,coi ch?ng c? nhé em NCov nó qu?c vô là c? ?i ??y ,còn gi? này c? ch? có d??ng v?t teo ch? sao mà cúm d?i cúm mèo ?c",0
ViHSD,train,"?m trang này ph?n ??ng m?i ng??i ?. THP là doanh nghi?p nhà n??c làm gì có chuy?n sai trái bao gi?, b?n nó ?ào bùn l?y c?n ??y.",2
ViHSD,train,Tao ?ã reply r?i!,0
ViHSD,train,Cmt xem còn fan c?ng k??,0
ViHSD,train,Nhìn ch? em ko bi?t lgbt ?âu,0
ViHSD,train,Chuy?n na?y bi?nh thuong rui k ai quan tâm ?âu.,0
ViHSD,train,Anh ?y có kq âm tính r?i ?.,0
ViHSD,train,1 t?: cút????,0
ViHSD,train,Nam mo a di da phat,0
ViHSD,train,Bên m? n?i tieng ?ánh bom,1
ViHSD,train,Ba? no?i gi? vâ?y mo?i ng???i??,0
ViHSD,train,"Nga ""chi?m"" ??o c?a Nh?t: Th? ad ?ng h? ?ánh nhau ?i. Hay ad qua Tàu t? sát nhé. Em ?g h? 2tay",0
ViHSD,train,Ông tr?n d?n nói t?ng th?ng ph?i nge hé hé ?úng t? do ngôn lu?n,0
ViHSD,train,"Kh? b? lân ép c? quá ,nh?ng ph?i nói c? còn kh?e và sung l?m ,ch? ?âu có l?m kh?m nh? ?ào t?t qu?n và phan k? nhông",0
ViHSD,train,t? nh?n mình là th?ng m?t heo,2
ViHSD,train,Maruko Linh g?u tró à,0
ViHSD,train,Nguy?n B?o Nguyen Bao Minh l?i h?a n?m x?a,0
ViHSD,train,"THP sai thì t?y chay, còn tml này c?ng hay ho ?' gì, nó mà ko b? ki?n thì c?ng ng?m ti?n r?i k? con m? t?t c? b?n mày u?ng n??c ?ái ru?i , bênh ngu vlllll",2
ViHSD,train,Th?y... v? này sao th?y,0
ViHSD,train,B?n bò ?? ngu h?t thu?c ch?a! GDP c?a vc ph?i 15 n?m n?a m?i b?ng Thái lan !,2
ViHSD,train,Ba cát l?ng,0
ViHSD,train,Nghe ti?p ?o?n cu?i ?úng là lo?i phát bi?u c?a lo?i l?p ba tr??ng làng c?ng v?i v?n hoá thô l? nh?t hành tinh . Hu?nh minh l?c mà qu?ng cáo ki?u này th?c s? bó tay luôn tóm l?i quá s?c vô v?n hoá,0
ViHSD,train,hop ly vl,0
ViHSD,train,B? t?t ng?a :))),0
ViHSD,train,Nha ba nay o gan kho dan no banh xac,2
ViHSD,train,?ang say nh?,0
ViHSD,train,Th??ng Hoàng Like trang này ngay ?? chúng ta cùng bàn lu?n kaka,0
ViHSD,train,Chui hay qua em oi,0
ViHSD,train,Nguy?n Tr?ng Hi?p :))),0
ViHSD,train,Nhìn t??ng c?a nhà tiên tri mà tôi th?y b?n ti?n l?u manh th? nào í,2
ViHSD,train,Bún bean m?m shrimp :)),0
ViHSD,train,Sn 97 bán hàng 10 n?m bán hàng t? hôi 13t h? má,0
ViHSD,train,Ph?m Ánh sao bim bim c?ng c?n x?t th? ? ??,0
ViHSD,train,Ai ch?a có dép h?n ?? ?i thì ib em nha,0
ViHSD,train,C?ng r?i ?ây,0
ViHSD,train,??i anh ?? mua v? test r?i ch? xài th? :v,0
ViHSD,train,R làm ?c gì t?i nó? ?éo làm ?c gì. Ti?n này chia cho l? dlv hvb c?ng con h?t r,0
ViHSD,train,An vao là ko s?ng ?c tôi 100tuoi ?âu nhé,0
ViHSD,train,??ng kí ? ?âu,0
ViHSD,train,Nh? có bác Sèo trong ngày vui ??i th?ng .,2
ViHSD,train,Ch? ba là m? c?a c?m s?c k?c,2
ViHSD,train,H?ng Ph?m khi nào nó trao ta,0
ViHSD,train,Xao lol ma noi ko so meo mieng nhi,2
